"","Longitude","Latitude"
"1",-111.4102,49.87324
"2",-112.39699,49.08995
"3",-113.56982,49.81509
"4",-110.25869,50.74668
"5",-111.84916,50.56388
"6",-113.02852,50.60147
"7",-114.42456,50.48053
"32",-115.07526,50.98545
"33",-114.04528,49.0201
"34",-111.11275,50.92139
"35",-112.02041,50.30279
"36",-113.82728,50.42635
"37",-114.09345,50.54263
"54",-115.13917,50.6917
"55",-113.65683,49.26174
"56",-114.48967,49.63589
"57",-112.31428,50.16448
"58",-113.39021,50.48464
"59",-114.2469,50.51364
"71",-111.51741,49.75642
"72",-113.78431,49.74948
"73",-110.32547,50.55749
"74",-112.99408,50.60144
"75",-113.39054,50.01932
"83",-114.079114,49.875772
"84",-112.17449,50.92147
"89",-110.56255,49.10149
"90",-87.6041417,34.868688
"91",-87.0592352,34.0297881
"93",-85.9258408,33.1913463
"97",-87.5888357,33.8481773
"98",-88.1712189,33.4765537
"99",-88.3172665,32.1307226
"100",-87.8359539,32.2782397
"101",-87.2158334,32.442715
"102",-87.5153953,32.7846996
"103",-86.2754989,32.1312407
"104",-86.7017714,32.6594297
"105",-86.1307777,32.5890245
"106",-85.5530853,32.3116131
"107",-85.2044589,32.8854647
"108",-85.0626449,32.1473077
"109",-86.250378,31.5859083
"110",-86.6131969,31.4439507
"111",-86.8858316,30.9977072
"112",-87.2090516,31.7399574
"113",-87.1203132,31.3180673
"114",-87.1007539,33.1156047
"115",-87.7621469,34.1311637
"117",-87.8205274,33.1379607
"118",-88.1229309,32.6807827
"119",-86.7118894,32.3276808
"120",-85.7164607,32.5816871
"121",-88.38516,31.2926075
"122",-87.7767179,31.7097587
"123",-85.6508719,31.6676037
"124",-87.3907904,34.4236313
"126",-88.0092154,33.2811827
"127",-87.4241383,33.2638251
"129",-87.5381089,32.4128107
"130",-85.8711729,32.4341515
"131",-87.0654001,31.2283931
"132",-86.270046,31.4086552
"133",-85.4115544,31.0322875
"134",-87.7299991,30.3038647
"135",-86.9887629,34.9292307
"137",-87.2543912,34.6030578
"141",-87.8350582,31.0706664
"142",-88.1123348,30.248466
"143",-87.5183917,30.2816323
"144",-87.6024375,30.370222
"145",-86.3312989,33.2905307
"147",-86.1117753,32.822371
"150",-88.1671198,33.6853138
"152",-86.1573541,33.3180161
"153",-85.464604,33.1844368
"154",-87.3792753,32.1930088
"155",-86.5697685,32.4860839
"156",-85.2532189,32.5033347
"157",-87.6361759,31.7459607
"158",-85.2558091,31.7296264
"159",-87.6374375,30.803493
"161",-144.0890949,65.7907167
"162",-146.727508,65.2698047
"163",-146.0769649,64.2556227
"164",-148.417832,65.5631957
"165",-143.8893879,62.7247807
"166",-143.9862892,63.6152141
"168",-146.0607299,63.0531897
"169",-147.944427,63.2771884
"170",-148.86,63.3793062
"171",-134.7660128,58.4423687
"172",-133.0848056,55.5557449
"173",-146.9948586,64.5464143
"174",-145.870208,60.4971524
"175",-145.9169019,61.0587623
"176",-144.9583298,61.7342231
"177",-147.1759823,61.937256
"178",-149.4276,61.58697
"179",-150.7868883,60.5957398
"181",-135.1551062,57.0173668
"183",-146.0599662,65.0544087
"186",-146.515638,62.2317426
"187",-132.7658694,56.7395445
"188",-132.3798899,56.4599307
"190",-150.2366378,62.3172987
"191",-150.5656383,60.5259627
"193",-149.71492,67.6695397
"194",-149.842437,61.4001417
"195",-165.3122783,64.4875219
"196",-150.6324337,66.4417734
"197",-150.29011,67.0166107
"198",-145.7282965,64.0157146
"199",-149.3473217,68.4265923
"200",-148.8351789,68.8572136
"201",-135.0455629,57.9218687
"202",-150.6131749,65.0076556
"203",-148.65472,65.4883997
"205",-165.9993285,64.7776327
"206",-155.523896,64.4609377
"207",-165.3015102,64.61589
"208",-135.3507079,59.5294227
"209",-163.1690916,62.0526113
"210",-166.0880717,64.8314753
"211",-132.7665559,56.3501108
"212",-135.0598309,57.8376397
"213",-155.6186013,62.9117822
"214",-145.3482303,60.4652137
"215",-112.0460509,36.7313947
"216",-114.4831159,34.9859877
"217",-113.9188229,34.7270747
"218",-112.4327389,34.6437087
"219",-114.2169649,33.6562037
"220",-114.3988546,32.8332815
"221",-113.5413359,32.9285617
"222",-110.3031159,32.0343407
"223",-110.7949529,31.5175977
"224",-112.0319722,36.3131479
"225",-111.4526999,36.9132282
"226",-114.582156,35.1226722
"227",-111.9475859,35.1634107
"228",-112.6192267,34.7733727
"229",-110.7666667,34.7
"230",-114.668276,33.2314477
"231",-112.9375459,33.2869987
"232",-112.677217,33.3339864
"233",-111.6398389,33.8177037
"234",-114.4452209,32.8548017
"235",-111.3291239,32.57312
"236",-110.5053099,32.5434377
"237",-111.0671459,31.7120327
"238",-110.9446259,31.9576267
"239",-113.4587859,36.6901017
"240",-111.0768659,36.6095467
"241",-113.3760172,35.5541565
"242",-112.5859679,35.2307957
"243",-111.4382855,34.8379964
"244",-111.3789069,33.0385437
"245",-110.9464649,33.5656117
"246",-112.86988,32.4655
"247",-111.3334729,32.9583127
"248",-114.6620259,35.8663187
"249",-91.3322519,33.1683737
"250",-92.6974039,33.5907857
"251",-93.4706879,33.3755757
"252",-93.6694105,33.6627163
"253",-94.1229479,33.6969877
"254",-90.5065699,34.9269397
"255",-91.4995419,34.0487397
"256",-93.2513959,34.0344927
"257",-94.0440279,34.9704407
"258",-91.3426352,35.9114603
"259",-92.7182699,35.6330837
"260",-92.1956399,35.5702167
"261",-93.6640897,35.4263985
"262",-93.0696409,35.7806777
"263",-94.3318236,35.3514159
"264",-90.9236529,36.4436877
"265",-91.7354059,36.0989147
"266",-92.1148009,36.4061087
"267",-93.2802279,36.1206137
"268",-94.1100149,36.4053037
"269",-94.303299,36.329802
"270",-93.472462,36.394077
"271",-91.22905,36.313763
"272",-90.000225,35.901224
"273",-91.658032,35.373736
"274",-92.442323,35.939336
"275",-93.68179,35.075027
"276",-93.689266,34.65949
"277",-92.001796,34.559183
"278",-91.573969,34.13829
"279",-94.006856,33.782848
"280",-92.967494,33.454572
"281",-91.220963,33.796907
"282",-94.344402,35.615095
"283",-92.5894309,33.9394687
"284",-91.7077371,34.7008083
"285",-92.8007333,34.7023815
"286",-92.633333,34.35
"287",-90.2867129,35.5182227
"288",-91.3577331,35.3146835
"335",-124.2718359,48.2533397
"336",-123.3860549,48.1127527
"337",-121.2122809,48.7004247
"338",-120.2118449,48.3550687
"339",-119.8061899,48.0936267
"340",-124.2942279,47.3475467
"341",-123.0994489,47.1305417
"342",-119.2576519,47.0871717
"343",-117.9280779,47.7305767
"344",-123.1780619,46.2603987
"345",-121.3902819,46.6387037
"346",-119.9901579,46.0599687
"347",-118.8255839,46.4294877
"348",-117.0559849,46.3417127
"349",-120.25,45.9666667
"350",-122.1426999,48.9733887
"351",-121.9026259,48.8336397
"352",-120.1732639,48.5091787
"353",-117.2723999,48.3856347
"354",-121.0136489,47.2274587
"355",-120.6802069,47.5534987
"356",-119.8794779,47.3151767
"357",-117.7335889,47.0760577
"358",-121.5554509,46.4024557
"359",-120.5699539,46.9554377
"360",-118.3682399,46.2373387
"361",-121.4705739,48.1711937
"362",-120.1583639,48.2516757
"363",-123.4988999,47.9693587
"364",-121.7570189,47.4551907
"365",-120.6971899,47.2433867
"366",-118.1635439,47.1349527
"367",-117.3798749,47.1741037
